Country,Code,Year,Homicide Rate
29,30,1991,2.7102227
29,30,1992,3.1070082
29,30,1993,2.8263252
29,30,1994,2.737124
29,30,1995,3.4677193
29,30,1996,3.6263144
29,30,1997,3.3566797
29,30,1998,4.6587887
29,30,1999,3.9179106
29,30,2000,4.366664
29,30,2001,4.2796884
29,30,2002,4.51895
29,30,2003,3.3062854
29,30,2004,4.827169
29,30,2005,4.782672
29,30,2006,4.143956
29,30,2007,4.10646
29,30,2008,3.9714384
29,30,2009,3.3482692
29,30,2010,4.2269187
29,30,2011,3.5925748
29,30,2012,2.6271658
29,30,2013,2.1702116
29,30,2014,1.7663714
29,30,2015,1.6377168
29,30,2016,1.477962
29,30,2017,1.3019745
29,30,2018,1.2682388
29,30,2019,1.683935
29,30,2020,1.2688384
30,31,1965,0.27523795
30,31,1973,0.83815736
30,31,1974,0.61677945
30,31,1975,0.66342384
30,31,1976,0.7317393
30,31,1977,0.82937706
30,31,1978,0.5489248
30,31,1979,0.47166806
30,31,1980,0.24305944
30,31,1987,0.11773065
30,31,2000,0.035014413
30,31,2001,0.049083956
30,31,2002,0.0485832
30,31,2003,0.0509559
30,31,2004,0.061744306
30,31,2005,0.04732502
30,31,2006,0.044187292
30,31,2007,0.038340114
30,31,2008,0.056986485
30,31,2009,0.021486685
30,31,2010,0.05036856
30,31,2011,0.080846414
30,31,2012,0.0947576
30,31,2013,0.12046507
30,31,2014,0.1178438
30,31,2015,0.036024816
30,31,2016,0.030602025
30,31,2017,0.11795645
30,31,2018,0.03413481
30,31,2019,0.0313997
31,93,1990,6.8585563
31,93,1991,6.3373594
31,93,1992,8.055028
31,93,1993,10.646028
31,93,1995,14.487951
31,93,1996,16.483498
31,93,1997,13.6543865
31,93,1998,13.815904
31,93,1999,12.621279
31,93,2000,11.271392
31,93,2001,11.572028
31,93,2002,9.876201
31,93,2003,11.725656
31,93,2004,15.350065
31,93,2005,21.086657
31,93,2006,22.593924
31,93,2007,19.531054
31,93,2008,17.86618
31,93,2009,28.515087
31,93,2010,25.747454
31,93,2011,29.202757
31,93,2012,16.982927
31,93,2013,16.959177
31,93,2014,25.775223
31,93,2015,37.792667
31,93,2016,36.440758
31,93,2017,23.467875
31,93,2018,14.779289
32,33,1981,1.6425447
32,33,1982,2.330861
32,33,1985,2.4931834
32,33,1986,2.2417402
32,33,1987,3.0971806
32,33,1988,1.0921943
32,33,1989,2.608259
32,33,1990,2.833627
32,33,1991,2.4201941
32,33,1992,4.7435117
32,33,1993,6.5638795
32,33,1994,3.6329641
32,33,1995,4.4839697
32,33,1996,3.835248
32,33,1997,2.619042
32,33,1998,2.678086
32,33,1999,2.494436
32,33,2000,3.157644
32,33,2001,1.7643582
32,33,2002,2.1093423
32,33,2003,1.8542441
32,33,2004,1.5850875
32,33,2005,1.6223127
32,33,2006,1.326603
32,33,2007,1.6928723
32,33,2008,1.3809961
32,33,2009,0.35194662
32,33,2010,0.3579931
32,33,2011,0.3626197
32,33,2012,1.4676045
32,33,2013,0.74045825
32,33,2015,0.36978284
32,33,2016,0.3672555
32,33,2017,0.3645577
32,33,2018,0.36093265
32,33,2019,0.3569236
33,35,1978,0.6146565
33,35,2001,0.26368874
33,35,2002,1.8529646
33,35,2003,1.3285646
33,35,2005,0.2676688
33,35,2008,0.26977956
33,35,2009,0.54133207
34,34,1952,1.9336251
34,34,1953,2.4085083
34,34,1954,2.121141
34,34,1955,1.7836165
34,34,1956,2.1236873
34,34,1957,2.0387995
34,34,1958,1.4879402
34,34,1959,1.0655553
34,34,1960,2.1134005
34,34,1961,1.1700196
34,34,1962,1.4566193
34,34,1963,1.2137241
34,34,1964,1.2694522
34,34,1965,1.2781959
34,34,1966,1.4146322
34,34,1967,0.8982364
34,34,1968,1.2799033
34,34,1969,0.93604445
34,34,1970,1.217891
34,34,1971,1.5045897
34,34,1972,1.9273957
34,34,1973,1.0141035
34,34,1974,0.8927866
34,34,1975,1.3929487
34,34,1976,1.4128265
34,34,1977,1.3594754
34,34,1978,0.72320753
34,34,1979,0.8044599
34,34,1980,1.1831362
34,34,1981,0.74636614
34,34,1982,1.2026982
34,34,1983,0.90764487
34,34,1984,1.3710724
34,34,1985,0.9213844
34,34,1986,1.4722371
34,34,1987,1.2523628
34,34,1988,0.5522325
34,34,1989,1.265956
34,34,1990,1.1062078
34,34,1991,1.0224603
34,34,1992,0.9372642
34,34,1993,1.0845685
34,34,1994,0.6162246
34,34,1995,1.1542865
34,34,1996,0.848516
34,34,1997,0.6196406
34,34,1998,0.38915956
34,34,1999,0.625839
34,34,2000,1.4155095
34,34,2001,0.55361134
34,34,2002,1.3541101
34,34,2003,0.40162158
34,34,2004,0.64713764
34,34,2005,0.56900716
34,34,2006,0.488937
34,34,2007,1.3045399
34,34,2008,0.48963603
34,34,2009,0.57206833
34,34,2011,1.313368
34,34,2012,1.0704743
34,34,2013,0.41310877
34,34,2014,0.74634355
34,34,2015,0.33327863
34,34,2016,0.08368019
34,34,2017,0.58839303
34,34,2018,0.2537073
34,34,2019,0.25573638
35,36,1950,0.42737678
35,36,1951,0.42210427
35,36,1952,0.36290243
35,36,1953,0.40392545
35,36,1954,0.3307481
35,36,1955,0.3554947
35,36,1956,0.4518289
35,36,1957,0.5659901
35,36,1958,0.38007137
35,36,1959,0.71181625
35,36,1960,0.48089564
35,36,1961,0.5163894
35,36,1962,0.51167494
35,36,1963,0.425738
35,36,1964,0.47413638
35,36,1965,0.43529865
35,36,1966,0.47934756
35,36,1967,0.49629626
35,36,1968,0.4718762
35,36,1969,0.31454718
35,36,1970,0.27809012
35,36,1971,0.2834673
35,36,1972,0.41464606
35,36,1973,0.25764203
35,36,1974,0.44302806
35,36,1975,0.3901314
35,36,1976,0.32575518
35,36,1977,0.37602636
35,36,1978,0.4388118
35,36,1979,0.508176
35,36,1980,0.5403414
35,36,1981,0.38131872
35,36,1982,0.54222727
35,36,1983,0.69291216
35,36,1984,0.6037725
35,36,1985,0.4443576
35,36,1986,0.5344866
35,36,1987,0.5683299
35,36,1988,0.5199656
35,36,1989,0.5607855
35,36,1990,0.46179542
35,36,1991,0.45923355
35,36,1992,0.45741823
35,36,1993,0.57464343
35,36,1994,0.5866478
35,36,1995,0.46913403
35,36,1996,0.61090904
35,36,1997,0.43690372
35,36,1998,0.38345295
35,36,1999,0.37660703
35,36,2000,0.61176425
35,36,2001,0.5444089
35,36,2002,0.5173138
35,36,2003,0.40225294
35,36,2004,0.34740707
35,36,2005,0.43954113
35,36,2006,0.49792367
35,36,2007,0.2912625
35,36,2008,0.34333736
35,36,2009,0.39521983
35,36,2010,0.26946205
35,36,2011,0.38046446
35,36,2012,0.3077588
35,36,2013,0.37875757
35,36,2014,0.2342695
35,36,2015,0.29867384
35,36,2016,0.2531647
36,43,1977,3.6125863
36,43,2001,1.290023
36,43,2002,1.2361703
36,43,2003,2.3720572
36,43,2004,1.1413311
36,43,2005,1.1005459
36,43,2006,3.2099295
36,43,2007,2.100333
36,43,2008,1.0297601
36,43,2009,6.0444875
36,43,2010,1.9785134
36,43,2011,0.9773165
36,43,2012,1.9282126
36,43,2013,1.8881105
36,43,2015,1.8041911
36,43,2016,1.7677995
37,38,1981,0.7758515
37,38,1982,0.4451344
37,38,1985,0.7883531
37,38,1986,0.16888726
37,38,1987,0.22459532
37,38,1988,1.1198089
37,38,1989,1.2945538
37,38,1990,0.6263905
37,38,1991,0.23042297
37,38,1992,0.058489382
37,38,1994,0.061547212
37,38,1996,0.13056706
37,38,1997,0.20220716
37,38,1998,1.2542759
37,38,1999,1.0107646
37,38,2000,0.30012974
37,38,2001,0.54587066
37,38,2004,0.76137495
37,38,2005,0.0867743
37,38,2006,0.17824088
37,38,2007,0.091537625
37,38,2009,0.3837247
37,38,2010,0.09835318
37,38,2012,0.3098012
37,38,2013,0.10491066
37,38,2014,0.31585065
37,38,2015,0.31356382
37,38,2016,0.41425923
37,38,2017,0.7187493
37,38,2018,0.3054887
37,38,2019,0.20211002
37,38,2020,0.4016895
38,26,1990,0.70373726
38,26,1991,0.7634186
38,26,1992,0.6713917
38,26,1993,0.70403713
38,26,1994,0.75296503
38,26,1995,0.6935034
38,26,1996,0.71510786
38,26,1997,0.5031003
38,26,1998,0.6583051
38,26,1999,0.6435959
38,26,2000,0.53222704
38,26,2001,0.5198257
38,26,2002,0.4607304
38,26,2003,0.4182215
38,26,2004,0.41067833
38,26,2005,0.39072806
38,26,2006,0.38308993
38,26,2007,0.49451113
38,26,2008,0.38071853
38,26,2009,0.40541384
38,26,2010,0.4761517
38,26,2011,0.34937793
38,26,2012,0.49107057
38,26,2013,0.37314603
38,26,2014,0.32014433
38,26,2015,0.47898188
38,26,2016,0.25815073
38,26,2017,0.27651197
38,26,2018,0.30800986
38,26,2019,0.2936725
38,26,2020,0.30568478
39,40,1961,0.5887448
39,40,1962,0.59202546
39,40,1963,0.38535458
39,40,1964,0.3173676
39,40,1965,0.56840545
39,40,1966,0.32226613
39,40,1967,0.43263027
39,40,1968,0.2899386
39,40,1969,0.36389917
39,40,1970,0.1458183
39,40,1971,0.43741995
39,40,1972,0.25511515
39,40,1973,0.4735585
39,40,1974,0.18178222
39,40,1975,0.18113835
39,40,1976,0.2162926
39,40,1977,0.35804898
39,40,1978,0.0709921
39,40,1979,0.24596383
39,40,1980,0.24325405
39,40,1981,0.27524665
39,40,1982,0.3417594
39,40,1983,0.44270524
39,40,1984,0.13619868
39,40,1985,0.23921736
39,40,1986,0.37858346
39,40,1987,0.2086582
39,40,1988,0.4578877
39,40,1989,0.17854299
39,40,1990,0.3623165
39,40,1991,0.4777794
39,40,1992,0.1117053
39,40,1993,0.45248783
39,40,1994,0.34387842
39,40,1995,0.2713132
39,40,1996,0.51148176
39,40,1997,0.4793879
39,40,1998,0.2435408
39,40,1999,0.45443052
39,40,2000,0.12635776
39,40,2001,0.12876073
39,40,2002,0.30557078
39,40,2003,0.35465616
39,40,2004,0.17965634
39,40,2005,0.31752095
39,40,2006,0.22842565
39,40,2007,0.4133856
39,40,2008,0.23065007
39,40,2009,0.231279
39,40,2010,0.23121719
39,40,2011,0.23128596
39,40,2012,0.37135738
39,40,2013,0.41975048
39,40,2014,0.14070839
39,40,2015,0.3775512
39,40,2016,0.23738332
39,40,2017,0.525412
39,40,2018,0.28852105
39,40,2019,0.38789138
40,41,1993,2.1248565
40,41,1996,2.1333334
40,41,2005,2.2907407
40,41,2012,2.6091268
40,41,2013,2.618418
40,41,2016,2.6157467
40,41,2017,2.6099439
41,39,1981,1.9429674
41,39,2001,0.74507874
41,39,2002,1.5109506
41,39,2004,0.78159195
41,39,2005,0.7967747
41,39,2006,0.80725235
41,39,2008,3.277023
41,39,2009,2.486078
41,39,2010,2.5213263
41,39,2011,2.5614972
41,39,2012,1.7262511
41,39,2013,1.7376195
41,39,2014,2.6356943
41,39,2015,0.89121
41,39,2016,0.90474814
42,42,1963,1.8576282
42,42,1964,2.7209215
42,42,1965,1.5987359
42,42,1966,2.3822415
42,42,1967,2.700226
42,42,1968,2.4212952
42,42,1969,2.3559384
42,42,1970,3.0027673
42,42,1971,2.8602428
42,42,1974,1.6584004
42,42,1977,1.3631158
42,42,1979,5.6414466
42,42,1980,6.517063
42,42,1981,14.042339
42,42,1984,0.5504112
42,42,1986,3.8537853
42,42,1987,4.8385167
42,42,1988,4.547797
42,42,1989,4.12636
42,42,1990,3.2347949
42,42,1991,4.186249
42,42,1992,3.3385825
42,42,1993,3.8406115
42,42,1994,4.4562583
42,42,1995,4.3974485
42,42,1996,4.6309237
42,42,1997,6.9870677
42,42,1998,6.4310613
42,42,1999,4.557911
42,42,2000,5.433326
42,42,2001,5.9586
42,42,2002,8.339148
42,42,2003,9.648376
42,42,2004,9.735779
42,42,2005,11.159014
42,42,2006,10.635633
42,42,2007,10.064923
42,42,2008,11.883356
42,42,2009,13.300337
42,42,2010,11.942938
42,42,2011,9.2342005
42,42,2012,7.6133795
42,42,2013,9.091503
42,42,2014,9.580953
42,42,2015,9.412999
42,42,2016,9.575602
42,42,2017,10.016753
42,42,2018,7.678423
42,42,2019,7.3604274
42,42,2020,4.1820984
43,44,1988,1.8954881
43,44,1989,2.2039356
43,44,1990,0.83930874
43,44,1991,0.8489517
43,44,1992,0.8533321
43,44,1993,0.85463023
43,44,1994,0.5703726
43,44,1995,0.5709897
43,44,1997,0.85829544
43,44,1998,0.2863705
43,44,1999,2.0064666
43,44,2001,1.4359646
43,44,2002,3.4498422
43,44,2003,3.4606266
43,44,2004,2.6101635
43,44,2005,2.9201088
43,44,2006,3.8283374
43,44,2007,2.3800669
43,44,2008,2.7103944
43,44,2009,1.8328949
43,44,2010,2.7948835
43,44,2011,2.8496523
43,44,2012,2.5743754
43,44,2013,3.891833
43,44,2014,5.5388126
44,45,1955,0.28149745
44,45,1956,0.97297084
44,45,1957,0.083232276
44,45,1958,0.5479006
44,45,1959,0.14735743
44,45,1960,0.2781067
44,45,1961,0.46077672
44,45,1962,0.12525019
44,45,1963,0.23965743
44,45,1964,0.86445713
44,45,1965,0.16732556
44,45,1966,0.6529802
44,45,1967,0.6423319
44,45,1968,1.0074723
44,45,1969,0.5288353
44,45,1970,0.8490041
44,45,1971,1.061116
44,45,1972,1.0533522
44,45,1973,1.7772955
44,45,1974,1.3513668
44,45,1975,0.2591635
44,45,1976,2.3356361
44,45,1977,0.6262914
44,45,1978,0.63239473
44,45,1979,0.6397005
44,45,1980,0.91782004
44,45,1981,1.1483957
44,45,1982,1.3846533
44,45,1983,1.0108941
44,45,1984,1.1381562
44,45,1985,1.2652789
44,45,1986,0.92670244
44,45,1987,0.58250177
44,45,1988,1.2305868
44,45,1989,0.7663572
44,45,1990,1.6017845
44,45,1991,1.2546377
44,45,1992,0.6022072
44,45,1993,0.6077911
44,45,1994,0.5525028
44,45,1995,0.74432683
44,45,1996,1.1165955
44,45,1997,0.8599963
44,45,1998,0.67257553
44,45,1999,1.2281429
44,45,2000,0.43475777
44,45,2001,0.5667367
44,45,2002,1.2143764
44,45,2003,1.3021265
44,45,2004,0.13326697
44,45,2005,0.959687
44,45,2006,0.42260754
44,45,2007,0.07168695
44,45,2008,0.36379272
44,45,2009,1.0400053
44,45,2010,0.6854907
44,45,2011,0.31102
44,45,2012,0.23537534
44,45,2013,0.31564537
44,45,2014,0.23945576
44,45,2015,0.3250925
44,45,2016,0.16492805
44,45,2017,0.083023585
45,47,1955,1.1670243
45,47,1956,1.2839372
45,47,1957,1.2864797
45,47,1958,0.9162812
45,47,1959,1.6760792
45,47,1960,0.8849115
45,47,1961,1.684295
45,47,1962,1.2328168
45,47,1963,1.0877007
45,47,1964,1.411302
45,47,1965,1.169517
45,47,1966,1.523092
45,47,1967,1.1794941
45,47,1968,1.8603344
45,47,1969,1.5493702
45,47,1970,1.3016587
45,47,1971,1.4124678
45,47,1972,1.788635
45,47,1973,1.572938
45,47,1974,1.4887493
45,47,1975,1.0886557
45,47,1976,1.6681964
45,47,1977,0.95011425
45,47,1978,1.7881187
45,47,1979,1.3078545
45,47,1980,1.4371158
45,47,1981,1.4698327
45,47,1982,1.4352369
45,47,1983,1.3358144
45,47,1984,0.8367501
45,47,1985,1.3746331
45,47,1986,1.1756842
45,47,1987,1.2151747
45,47,1988,1.8375909
45,47,1989,1.0304837
45,47,1990,1.0733548
45,47,1991,0.69663256
45,47,1992,0.6314367
45,47,1993,1.098507
45,47,1994,0.75673115
45,47,1995,1.033684
45,47,1996,1.1367645
45,47,1997,0.9331369
45,47,1998,1.1563178
45,47,1999,0.9807836
45,47,2000,0.8777484
45,47,2001,0.5124771
45,47,2002,1.2625922
45,47,2003,0.7073427
45,47,2004,0.7624002
45,47,2005,0.5461059
45,47,2006,1.1998104
45,47,2007,0.9341425
45,47,2008,0.8977908
45,47,2009,0.5735293
45,47,2010,0.5330818
45,47,2011,0.49079442
45,47,2012,0.4470126
45,47,2013,0.45356777
45,47,2014,0.2040859
45,47,2015,0.6702724
45,47,2016,0.6760861
45,47,2017,0.5225649
45,47,2018,0.9423664
45,47,2019,0.57621974
46,51,1953,4.990352
46,51,1957,1.4647722
46,51,1964,1.2076712
46,51,1974,1.1357055
46,51,1978,1.1623042
46,51,1980,1.1712208
46,51,1983,1.1706723
46,51,1985,1.1851852
46,51,1992,1.1620206
46,51,2000,1.1491743
46,51,2001,1.1484616
46,51,2002,1.1512249
46,51,2004,1.1515298
46,51,2011,1.1148148
46,51,2013,1.1198208
47,49,2013,0.8731838
47,49,2014,0.766632
47,49,2015,0.39490646
47,49,2016,1.7107841
48,50,2008,4.7525883
48,50,2015,1.1966634
48,50,2016,0.93521637
49,48,1950,0.6608418
49,48,1951,0.27914688
49,48,1952,0.18520217
49,48,1953,0.46634308
49,48,1954,0.18772238
49,48,1955,0.2829252
49,48,1957,0.1887861
49,48,1958,0.37519756
49,48,1959,0.46479547
49,48,1960,0.18336663
49,48,1961,0.09036077
49,48,1962,0.26863572
49,48,1963,0.17800689
49,48,1964,0.5303333
49,48,1965,0.26309234
49,48,1966,0.43605933
49,48,1967,0.43521783
49,48,1968,0.347889
49,48,1969,0.086342216
49,48,1970,0.34097022
49,48,1971,0.33619124
49,48,1972,0.49649104
49,48,1973,0.24457751
49,48,1974,0.24104595
49,48,1975,0.7128713
49,48,1976,0.15615143
49,48,1977,0.5384893
49,48,1978,0.53018856
49,48,1979,0.44841105
49,48,1980,0.07400621
49,48,1981,2.5745137
49,48,1982,0.14682756
49,48,1983,0.073462486
49,48,1984,0.14733648
49,48,1985,0.0739517
49,48,1986,0.29753715
49,48,1987,0.7517
49,48,1988,0.4579656
49,48,1989,0.15513076
49,48,1990,0.23539677
49,48,1991,0.07912419
49,48,1992,0.39986628
49,48,1993,0.4053743
49,48,1994,0.082253486
49,48,1995,0.24997583
49,48,1996,0.3369088
49,48,1997,0.25504717
49,48,1998,0.5146853
49,48,1999,0.34642893
49,48,2000,1.0491418
49,48,2001,0.61687106
49,48,2002,0.44274625
49,48,2003,0.35438058
49,48,2004,0.17674965
49,48,2005,0.43950403
49,48,2006,0.6084914
49,48,2007,0.42595607
49,48,2008,0.16647467
49,48,2009,0.24525413
49,48,2010,0.1614605
49,48,2011,0.2398279
49,48,2012,0.15851176
49,48,2013,0.07864319
49,48,2014,0.23411766
49,48,2015,0.07745741
50,52,1975,0.90766656
50,52,1976,0.6148297
50,52,1977,0.53654474
50,52,1978,0.8588636
50,52,1979,1.498342
50,52,1980,0.7714219
50,52,1981,0.57042605
50,52,1982,0.24951625
50,52,1983,1.285178
50,52,1984,0.29941374
50,52,1985,0.93677527
50,52,1986,0.45719066
50,52,1987,0.6691973
50,52,1988,0.6528882
50,52,1989,0.7962713
50,52,1990,0.36320713
50,52,1991,0.6604768
50,52,1992,0.14952168
50,52,1993,0.88205504
50,52,1994,0.43463165
50,52,1995,0.42882055
50,52,1996,0.14092486
50,52,1997,0.13886459
50,52,1998,0.18241642
50,52,1999,0.9438601
50,52,2000,1.3743005
50,52,2001,2.9747388
50,52,2002,3.8424525
50,52,2003,2.0880697
50,52,2004,1.3882158
50,52,2005,0.95533043
50,52,2006,1.1889275
50,52,2007,0.7673949
50,52,2008,1.0730854
50,52,2009,0.7037636
50,52,2010,0.88349473
50,52,2011,0.71648633
50,52,2012,0.7027573
50,52,2013,0.76146907
50,52,2014,0.74647504
50,52,2015,0.41745898
50,52,2016,0.714699
50,52,2017,0.5004345
50,52,2018,0.45889857
51,53,1951,0.78240836
51,53,1952,0.64493036
51,53,1953,0.67202026
51,53,1954,0.64882576
51,53,1955,0.6816343
51,53,1956,0.6886032
51,53,1957,0.6699312
51,53,1958,0.6398687
51,53,1959,0.56655914
51,53,1960,0.4422484
51,53,1961,0.472329
51,53,1962,0.40786362
51,53,1963,0.4597884
51,53,1964,0.3820788
51,53,1965,0.39537603
51,53,1966,0.2852687
51,53,1967,0.42072588
51,53,1968,0.41438568
51,53,1969,0.33683744
51,53,1970,0.38915324
51,53,1971,0.48821715
51,53,1972,0.385864
51,53,1973,0.4756277
51,53,1974,0.43795696
51,53,1975,0.48778674
51,53,1976,0.470135
51,53,1977,0.53404987
51,53,1978,0.576417
51,53,1979,0.53401524
51,53,1980,0.5737246
51,53,1981,0.49173704
51,53,1982,0.6081023
51,53,1983,0.5149921
51,53,1984,0.48889437
51,53,1985,0.5587901
51,53,1986,0.40845254
51,53,1987,0.41238546
51,53,1988,0.457261
51,53,1989,0.6320902
51,53,1990,0.9248397
51,53,1991,0.87489414
51,53,1992,0.59332705
51,53,1993,0.43137762
51,53,1994,0.37654382
51,53,1995,0.41912594
51,53,1996,0.4017825
51,53,1997,0.36448133
51,53,1998,0.36033952
51,53,1999,0.38182724
51,53,2000,0.2953205
51,53,2001,0.32456043
51,53,2002,0.31734362
51,53,2003,0.31787646
51,53,2004,0.37160406
51,53,2005,0.2708066
51,53,2006,0.2785659
51,53,2007,0.26778364
51,53,2008,0.2747067
51,53,2009,0.32634133
51,53,2010,0.22893406
51,53,2011,0.17630462
51,53,2012,0.22093138
51,53,2013,0.09757563
51,53,2014,0.2854782
51,53,2015,0.13477606
51,53,2016,0.18121865
51,53,2017,0.17376468
52,54,1960,2.2823124
52,54,1961,0.70495844
52,54,1965,0.21728219
52,54,1967,1.1471729
52,54,1977,0.5428459
52,54,1980,0.2695539
52,54,1981,0.17922898
52,54,1982,0.0891822
52,54,1983,0.44314572
52,54,1984,0.7933661
52,54,1985,0.2637395
52,54,1986,0.08790753
52,54,1987,0.8809137
52,54,1988,0.08836334
52,54,1990,0.08893632
52,54,2000,0.17336115
52,54,2001,0.08737234
52,54,2002,0.17635673
52,54,2003,0.08907876
52,54,2004,0.09004669
52,54,2005,15.3073635
52,54,2006,0.18452653
52,54,2009,16.718885
52,54,2010,0.29470387
52,54,2011,10.494816
52,54,2012,0.30561164
52,54,2013,0.20808472
52,54,2014,0.10649083
53,56,1950,2.252354
53,56,1951,1.9298979
53,56,1952,1.8209448
53,56,1953,1.8768597
53,56,1954,1.8807064
53,56,1955,1.9447769
53,56,1956,1.6916642
53,56,1957,1.7141708
53,56,1958,1.7890185
53,56,1959,1.6621437
53,56,1960,1.6370753
53,56,1961,1.4564453
53,56,1962,1.3664008
53,56,1963,1.3490106
53,56,1964,1.3967113
53,56,1965,1.3016714
53,56,1966,1.3381624
53,56,1967,1.3262522
53,56,1968,1.4998702
53,56,1969,1.3163295
53,56,1970,1.4671373
53,56,1971,1.4145417
53,56,1972,1.4072708
53,56,1973,1.466672
53,56,1974,1.6373734
53,56,1975,1.6780695
53,56,1976,1.64721
53,56,1977,1.5946548
53,56,1978,1.5739813
53,56,1979,1.2106252
53,56,1980,1.1599938
53,56,1981,1.0661637
53,56,1982,1.0419649
53,56,1983,1.2075728
53,56,1984,1.0440897
53,56,1985,0.7902275
53,56,1986,0.8189872
53,56,1987,0.7440873
53,56,1988,0.79260385
53,56,1989,0.6876015
53,56,1990,0.5427189
53,56,1991,0.52012765
53,56,1992,0.6675846
53,56,1993,0.59590554
53,56,1994,0.5474942
53,56,1995,0.4519275
53,56,1996,0.50658035
53,56,1997,0.5360331
53,56,1998,0.6300475
53,56,1999,0.46749517
53,56,2000,0.5257556
53,56,2001,0.48090667
53,56,2002,0.478617
53,56,2003,0.52936304
53,56,2004,0.4248628
53,56,2005,0.37600535
53,56,2006,0.43502837
53,56,2007,0.28555563
53,56,2008,0.44270614
53,56,2009,0.27702835
53,56,2010,0.29602954
53,56,2011,0.24087846
53,56,2012,0.25134504
53,56,2013,0.23975223
53,56,2014,0.24178381
53,56,2015,0.20788404
53,56,2016,0.17339657
53,56,2017,0.17553799
53,56,2018,0.09374855
53,56,2019,0.16198368
54,55,2008,0.94181734
54,55,2009,0.9898941
54,55,2010,0.6095745
54,55,2011,0.74847966
54,55,2012,0.56585324
54,55,2015,0.7694182
54,55,2016,0.51790076
54,55,2017,0.4006156
54,55,2018,0.17592773
55,57,1981,2.1824343
55,57,1982,1.9412394
55,57,1985,1.6892164
55,57,1986,1.4096091
55,57,1987,1.7021582
55,57,1988,1.589674
55,57,1989,2.2691758
55,57,1990,2.260938
55,57,1991,2.218553
55,57,1992,3.4218214
55,57,1993,2.8785698
55,57,1994,3.4979763
55,57,1995,3.0501666
55,57,1996,3.0608652
55,57,1997,3.0937595
55,57,1998,2.9467118
55,57,1999,2.90518
55,57,2000,2.812105
55,57,2001,3.0291553
55,57,2002,2.3576696
55,57,2003,2.8808632
55,57,2004,3.0102894
55,57,2005,2.7544706
55,57,2006,2.1974907
55,57,2007,2.6047003
55,57,2008,2.0705936
55,57,2009,1.586801
55,57,2010,1.6103264
55,57,2011,1.4139793
55,57,2012,1.3066576
55,57,2013,1.0598505
55,57,2014,0.8525587
55,57,2015,0.6509467
55,57,2016,0.5215123
55,57,2017,0.6200964
55,57,2018,0.5585868
55,57,2019,0.27247196
55,57,2020,0.36853495
56,61,1972,1.2166511
56,61,1975,0.5038917
56,61,1976,0.15867475
56,61,1977,0.6044396
56,61,1978,0.28823468
56,61,1980,0.1318456
56,61,1981,0.12694754
56,61,1982,0.24538612
56,61,1983,0.11858598
56,61,1984,0.9183474
56,61,1985,0.8907972
56,61,1986,0.3221293
56,61,1987,0.30877635
56,61,1993,0.80900806
56,61,1994,0.58600676
56,61,1995,0.7581064
56,61,1996,0.2957027
56,61,1997,0.572686
56,61,1998,0.98107505
56,61,1999,0.6924498
56,61,2000,0.5513211
56,61,2001,1.1030314
56,61,2002,0.83082813
56,61,2003,0.69746584
56,61,2004,0.70433843
56,61,2005,0.41675523
56,61,2006,0.2659762
56,61,2007,0.25478193
56,61,2008,0.36938897
56,61,2009,0.5983402
56,61,2010,0.34870625
56,61,2011,0.110939644
56,61,2012,0.31352615
56,61,2013,0.09886425
56,61,2014,0.19264649
56,61,2015,0.46815383
56,61,2016,0.45571873
56,61,2017,0.2694844
56,61,2018,0.26139942
56,61,2019,0.4277383
57,58,1981,1.9739591
57,58,1982,1.2438732
57,58,1985,0.5203309
57,58,1986,0.87325567
57,58,1987,1.2641023
57,58,1988,1.1927646
57,58,1989,0.68466353
57,58,1990,2.3073874
57,58,1991,1.1798563
57,58,1992,1.7211512
57,58,1993,1.6608322
57,58,1994,1.4181458
57,58,1995,1.1298726
57,58,1996,0.9836526
57,58,1997,1.0638797
57,58,1998,0.7920186
57,58,1999,1.356252
57,58,2000,1.1332482
57,58,2001,0.82663435
57,58,2002,1.087418
57,58,2003,0.91400677
57,58,2004,0.95886344
57,58,2005,1.048268
57,58,2006,0.87572384
57,58,2007,0.7899449
57,58,2008,0.6145426
57,58,2009,0.7004015
57,58,2010,0.5224749
57,58,2011,0.90664494
57,58,2012,0.38421196
57,58,2013,0.7577639
57,58,2014,0.5796245
57,58,2015,0.65089893
57,58,2016,0.3995787
57,58,2017,0.43108043
57,58,2018,0.23015675
57,58,2019,0.37520763
58,67,1980,1.4096022
58,67,1981,1.5493045
58,67,1982,0.2809186
58,67,1983,2.09231
58,67,1984,1.6570741
58,67,1985,2.3222268
58,67,1986,1.4858038
58,67,1987,0.9353462
58,67,1988,2.3856037
58,67,1989,1.849325
58,67,1990,1.3231837
58,67,1991,2.1306686
58,67,1992,2.5587606
58,67,1993,4.7891345
58,67,1994,2.653965
58,67,1995,3.4357128
58,67,1996,3.2373793
58,67,1997,5.7596354
58,67,1998,2.0324917
58,67,1999,1.6135565
58,67,2000,2.8308187
58,67,2001,3.267794
58,67,2002,2.6696851
58,67,2003,1.6621634
58,67,2004,1.9209639
58,67,2005,2.19514
58,67,2006,0.8281093
58,67,2007,1.5022556
58,67,2008,1.1075473
58,67,2009,0.6843097
58,67,2010,0.9419655
58,67,2011,0.48665354
58,67,2012,0.75116616
58,67,2013,1.2770349
58,67,2014,1.0316032
58,67,2015,0.51693213
58,67,2016,0.5152793
